,具体地址,单价,建造年份,总价,房型,标题,楼层,链接,面积
3185,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,16034元/m²,2015年建造,225,4室2厅,国博洋房 房东亲自上门 降价40万 急售！225万 给钱就卖,中层(共6层),https://nc.anjuke.com/prop/view/A1580601109?from=filter&spread=commsearch_p&position=186&kwtype=filter&now_time=1550802677,140m²
3186,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,14561元/m²,2016年建造,166,3室2厅,国博城精装3房，房东降价急售，降价20万，买到就是赚到,低层(共32层),https://nc.anjuke.com/prop/view/A1587948093?from=filter&spread=commsearch_p&position=187&kwtype=filter&now_time=1550802677,114m²
3187,绿地国际博览城博浩  红谷滩-九龙湖新区-九龙大道1177号,13621元/m²,2014年建造,158,3室2厅,绿地国际博览城 近地铁口 小区中间位置，楼层中层 视野采光好,中层(共32层),https://nc.anjuke.com/prop/view/A1587519467?from=filter&spread=commsearch_p&position=188&kwtype=filter&now_time=1550802677,116m²
3188,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",15000元/m²,2019年建造,165,3室2厅,九龙湖 双地铁口 站前学校 新力*园系精装三房 找我优惠,中层(共32层),https://nc.anjuke.com/prop/view/A1579888538?from=filter&spread=commsearch_p&position=189&kwtype=filter&now_time=1550802677,110m²
3189,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19478元/m²,2016年建造,218,3室2厅,柏分百超高得房率 无浪费面积 万科品质 人性化智能社区,高层(共33层),https://nc.anjuke.com/prop/view/A1575905929?from=filter&spread=commsearch_p&position=190&kwtype=filter&now_time=1550802677,111m²
3190,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",18905元/m²,2018年建造,380,5室2厅,叠加别墅！低调奢华！上叠！上下三层送一层露台！,低层(共6层),https://nc.anjuke.com/prop/view/A1587461016?from=filter&spread=commsearch_p&position=191&kwtype=filter&now_time=1550802677,201m²
3191,绿地悦城D区  红谷滩-九龙湖新区-西站大街,16783元/m²,2013年建造,240,3室2厅,绿地悦城 政府集资房 带车位 读南师附小外国语中学 急售,高层(共16层),https://nc.anjuke.com/prop/view/A1554294840?from=filter&spread=commsearch_p&position=192&kwtype=filter&now_time=1550802677,143m²
3192,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",15273元/m²,2018年建造,168,3室2厅,九龙湖新力东园抵工程款唯 一房源精装修送中央空调看房接送,中层(共31层),https://nc.anjuke.com/prop/view/A1563370354?from=filter&spread=commsearch_p&position=193&kwtype=filter&now_time=1550802677,110m²
3193,绿地国际博览城御珑  红谷滩-九龙湖新区-九龙大道1177号,15000元/m²,2015年建造,165,3室2厅,绿地国际博览城 中间楼层 南北直通 近地铁国博站 读名校育新,低层(共32层),https://nc.anjuke.com/prop/view/A1588193607?from=filter&spread=commsearch_p&position=194&kwtype=filter&now_time=1550802677,110m²
3194,华润凯旋门  红谷滩-九龙湖新区-西站东街,14630元/m²,2016年建造,158,3室2厅,九龙湖华润凯旋门 南北通透三房 诚售中间楼层楼下地铁口龙岗站,中层(共32层),https://nc.anjuke.com/prop/view/A1587519731?from=filter&spread=commsearch_p&position=195&kwtype=filter&now_time=1550802677,108m²
3195,华润凯旋门  红谷滩-九龙湖新区-西站东街,15089元/m²,2015年建造,169,4室2厅,通透三房华润凯旋门 西客站龙岗地铁口两百米 产证在手配套齐全,中层(共11层),https://nc.anjuke.com/prop/view/A1580170917?from=filter&spread=commsearch_p&position=196&kwtype=filter&now_time=1550802677,112m²
3196,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,13612元/m²,2015年建造,155,3室2厅,九龙湖花园背靠省政府与省委省政府做邻居挺好的赢在起步诚售,中层(共33层),https://nc.anjuke.com/prop/view/A1568891906?from=filter&spread=commsearch_p&position=197&kwtype=filter&now_time=1550802677,113m²
3197,绿地国际博览城博鸿  红谷滩-九龙湖新区-九龙大道1177号,15000元/m²,2015年建造,120,2室1厅,绿地国际博览城80平全南户型，南面无挡，看江看湖,高层(共32层),https://nc.anjuke.com/prop/view/A1585524765?from=filter&spread=commsearch_p&position=198&kwtype=filter&now_time=1550802677,80m²
3198,恒天时尚中心  红谷滩-九龙湖新区-赣江南大道1566号,10238元/m²,2018年建造,43,1室1厅,恒天时尚中心一线LOFT江景公寓自带大型商业街九龙湖中心区,中层(共31层),https://nc.anjuke.com/prop/view/A1579011685?from=filter&spread=commsearch_p&position=199&kwtype=filter&now_time=1550802677,42m²
3199,绿地国际博览城玖玺  红谷滩-九龙湖新区-九龙大道1177号,17500元/m²,2015年建造,245,4室2厅,绿地二期大气洋房 赠送大面积露台 房东急需钱 便宜出售！,中层(共6层),https://nc.anjuke.com/prop/view/A1541645331?from=filter&spread=commsearch_p&position=200&kwtype=filter&now_time=1550802677,140m²
3200,绿地国际博览城卧珑  红谷滩-九龙湖新区-九龙大道1177号,17130元/m²,2015年建造,185,3室2厅,绿地国博房东想置换，便宜出售。性价比高！！,高层(共32层),https://nc.anjuke.com/prop/view/A1503288973?from=filter&spread=commsearch_p&position=201&kwtype=filter&now_time=1550802677,108m²
3201,绿地国际博览城博鸿  红谷滩-九龙湖新区-九龙大道1177号,15054元/m²,2014年建造,140,3室2厅,九龙湖高品质小区，绿地国愽三房，给辛苦的自己一个温暖的家,中层(共32层),https://nc.anjuke.com/prop/view/A1579364532?from=filter&spread=commsearch_p&position=202&kwtype=filter&now_time=1550802677,93m²
3202,绿地国际博览城天玺  红谷滩-九龙湖新区-九龙大道1177号,17143元/m²,2015年建造,300,5室2厅,绿地国际博览城二期洋房 带前后花园 有车位 近地铁,低层(共6层),https://nc.anjuke.com/prop/view/A1569587772?from=filter&spread=commsearch_p&position=203&kwtype=filter&now_time=1550802677,175m²
3203,绿地国际博览城君珑  红谷滩-九龙湖新区-九龙大道1177号,14159元/m²,2015年建造,160,3室2厅,绿地国际博览城通透三房 九龙湖新区 南昌二中 育新小学近地铁,中层(共32层),https://nc.anjuke.com/prop/view/A1581470545?from=filter&spread=commsearch_p&position=204&kwtype=filter&now_time=1550802677,113m²
3204,绿地国际博览城御珑  红谷滩-九龙湖新区-九龙大道1177号,14211元/m²,2014年建造,135,3室2厅,绿地国际博览城御珑 小三房 中上楼层视野采光好 房东换房诚售,中层(共31层),https://nc.anjuke.com/prop/view/A1587519435?from=filter&spread=commsearch_p&position=205&kwtype=filter&now_time=1550802677,95m²
3205,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,18400元/m²,2015年建造,230,3室2厅,绿地国际博览城，一期，高端小区洋房，赠送10多个平米阳光房,中层(共6层),https://nc.anjuke.com/prop/view/A1581366828?from=filter&spread=commsearch_p&position=206&kwtype=filter&now_time=1550802677,125m²
3206,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,19372元/m²,2015年建造,370,4室2厅,万科大四房高层 江景房 双校区房 读南师附小 外国语 地铁口,中层(共31层),https://nc.anjuke.com/prop/view/A1578180055?from=filter&spread=commsearch_p&position=207&kwtype=filter&now_time=1550802677,191m²
3207,绿地国际博览城博浩  红谷滩-九龙湖新区-九龙大道1177号,14957元/m²,2015年建造,175,3室2厅,绿地博浩精装修带露台 通透三房 地铁口150米 低市场价急售,低层(共32层),https://nc.anjuke.com/prop/view/A1545756589?from=filter&spread=commsearch_p&position=208&kwtype=filter&now_time=1550802677,117m²
3208,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",14545元/m²,2017年建造,160,3室2厅,九龙郡70年产权，西站旁地铁省妇保旁，低工程款房走过不要错过,中层(共26层),https://nc.anjuke.com/prop/view/A1575443119?from=filter&spread=commsearch_p&position=209&kwtype=filter&now_time=1550802677,110m²
3209,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,15054元/m²,2014年建造,140,3室2厅,绿地国愽房东因出国留学急需筹学费，给价就卖，只要你来,中层(共32层),https://nc.anjuke.com/prop/view/A1579371943?from=filter&spread=commsearch_p&position=210&kwtype=filter&now_time=1550802677,93m²
3210,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",14655元/m²,2017年建造,170,3室2厅,新力东园  新房 抵工程款 全城看房，专车 接送 特价房,中层(共33层),https://nc.anjuke.com/prop/view/A1584970350?from=filter&spread=commsearch_p&position=211&kwtype=filter&now_time=1550802677,116m²
3211,九龙馨苑  红谷滩-九龙湖新区-祥云大道,20370元/m²,2015年建造,220,3室2厅,九龙馨苑 管委会住房 小区配有食堂 享受省政府配套 读南师,低层(共30层),https://nc.anjuke.com/prop/view/A1567174098?from=filter&spread=commsearch_p&position=212&kwtype=filter&now_time=1550802677,108m²
3212,绿地国际博览城博伟  红谷滩-九龙湖新区-九龙大道1177号,14783元/m²,2014年建造,170,3室2厅,通透三房 视野采光绝杀 全天阳光 房东急售 价格优美 来电吧,高层(共32层),https://nc.anjuke.com/prop/view/A1570345461?from=filter&spread=commsearch_p&position=213&kwtype=filter&now_time=1550802677,115m²
3213,南昌万科粹叠园  红谷滩-九龙湖新区-三清山大道555号,17544元/m²,2015年建造,200,3室2厅,万科粹叠园省人大集资 地铁二号线绿地悦城旁产证在手南师附小,高层(共32层),https://nc.anjuke.com/prop/view/A1580185027?from=filter&spread=commsearch_p&position=214&kwtype=filter&now_time=1550802677,114m²
3214,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",15455元/m²,2016年建造,170,3室2厅,九龙湖西客站双地铁豪装住宅 高端 配有高尔夫大草坪,中层(共32层),https://nc.anjuke.com/prop/view/A1584142513?from=filter&spread=commsearch_p&position=215&kwtype=filter&now_time=1550802677,110m²
3215,绿地国际博览城博伟  红谷滩-九龙湖新区-九龙大道1177号,14625元/m²,2016年建造,117,2室2厅,绿地国际博览城博伟 大气两房 楼下地铁口 视野无挡 房东急售,高层(共32层),https://nc.anjuke.com/prop/view/A1587521352?from=filter&spread=commsearch_p&position=216&kwtype=filter&now_time=1550802677,80m²
3216,绿地悦城B区  红谷滩-九龙湖新区-西站大街,18573元/m²,2014年建造,330,3室2厅,绿地悦城带院子的一楼平层。177大三房每个房间都是主卧大侈型,低层(共23层),https://nc.anjuke.com/prop/view/A1555910290?from=filter&spread=commsearch_p&position=217&kwtype=filter&now_time=1550802677,177m²
3217,绿地国际博览城卧珑  红谷滩-九龙湖新区-九龙大道1177号,15323元/m²,2015年建造,190,3室2厅,绿地国博，端户大甩卖，视野绝杀，卖一套少一套 看前后绿化,低层(共32层),https://nc.anjuke.com/prop/view/A1581107924?from=filter&spread=commsearch_p&position=218&kwtype=filter&now_time=1550802677,124m²
3218,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,14253元/m²,2016年建造,136,3室2厅,实拍实价 绿地国际博览城 三房 前后无挡 全天采光 房东急售,中层(共30层),https://nc.anjuke.com/prop/view/A1587519743?from=filter&spread=commsearch_p&position=219&kwtype=filter&now_time=1550802677,95m²
3219,明园九龙湾  红谷滩-九龙湖新区-国体大道,20810元/m²,2015年建造,220,3室2厅,明园九龙湾 实用小3房 得房率高 国体站 综合体旁 产证已下,中层(共32层),https://nc.anjuke.com/prop/view/A1567204766?from=filter&spread=commsearch_p&position=220&kwtype=filter&now_time=1550802677,105m²
3220,华润凯旋门  红谷滩-九龙湖新区-西站东街,14554元/m²,2016年建造,163,4室2厅,懂行的您请进，华润通透四房两卫，房东不懂行情 急卖！先到先得,中层(共11层),https://nc.anjuke.com/prop/view/A1572419545?from=filter&spread=commsearch_p&position=221&kwtype=filter&now_time=1550802677,112m²
3221,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",14545元/m²,2017年建造,160,3室2厅,九龙湖西站旁九龙郡，低工程款房，错过就没有了名校就在旁,中层(共20层),https://nc.anjuke.com/prop/view/A1575332493?from=filter&spread=commsearch_p&position=222&kwtype=filter&now_time=1550802677,110m²
3222,绿地国际博览城博浩  红谷滩-九龙湖新区-九龙大道1177号,15119元/m²,2015年建造,175,3室2厅,绿地国际博览城精装三房带露台 南北通透 九龙湖新城 地铁口,低层(共32层),https://nc.anjuke.com/prop/view/A1545139834?from=filter&spread=commsearch_p&position=223&kwtype=filter&now_time=1550802677,115m²
3223,"新力东园  红谷滩-九龙湖新区-龙虎山大道,近上饶大道",15455元/m²,2018年建造,170,3室2厅,买房就买未来 豪装不限购 新力东园抵工程款房 免拥直接签合同,高层(共33层),https://nc.anjuke.com/prop/view/A1541872376?from=filter&spread=commsearch_p&position=224&kwtype=filter&now_time=1550802677,110m²
3224,绿地国际博览城君珑  红谷滩-九龙湖新区-九龙大道1177号,14091元/m²,2015年建造,155,3室2厅,加急 过年抛售 绿地国际博览城 地铁口  就读名校 南北通透,中层(共32层),https://nc.anjuke.com/prop/view/A1559845524?from=filter&spread=commsearch_p&position=225&kwtype=filter&now_time=1550802677,110m²
3225,绿地国际博览城博浩  红谷滩-九龙湖新区-九龙大道1177号,13333元/m²,2014年建造,124,3室2厅,绿地国际博览城 小三房  育新学校 业主急售 随时看房,高层(共18层),https://nc.anjuke.com/prop/view/A1579672301?from=filter&spread=commsearch_p&position=226&kwtype=filter&now_time=1550802677,93m²
3226,绿地国际博览城御珑  红谷滩-九龙湖新区-九龙大道1177号,16000元/m²,2015年建造,200,3室2厅,绿地国际博览城 东端户大三房 全线看九龙湖 临近学校,高层(共32层),https://nc.anjuke.com/prop/view/A1581282523?from=filter&spread=commsearch_p&position=227&kwtype=filter&now_time=1550802677,125m²
3227,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",23011元/m²,2017年建造,428,5室3厅,九龙湖省府别墅新力铂园叠加别墅，送私家露台，私家庭院，地下室,共5层,https://nc.anjuke.com/prop/view/A1568804506?from=filter&spread=commsearch_p&position=228&kwtype=filter&now_time=1550802677,186m²
3228,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",20699元/m²,2018年建造,385,5室3厅,低调奢华！叠加别墅！下叠！送大地下室！送院子！不限购！有优惠,低层(共6层),https://nc.anjuke.com/prop/view/A1587466467?from=filter&spread=commsearch_p&position=229&kwtype=filter&now_time=1550802677,186m²
3229,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",10789元/m²,2018年建造,41,2室1厅,九龙湖 西客站旁 正地铁口LOFT公寓 带阳台看房团购价,中层(共22层),https://nc.anjuke.com/prop/view/A1582770176?from=filter&spread=commsearch_p&position=230&kwtype=filter&now_time=1550802677,38m²
3230,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,16455元/m²,2015年建造,285,4室2厅,绿地国际博览城一二楼洋房 花园入户 房东着急用钱 诚心出售,低层(共6层),https://nc.anjuke.com/prop/view/A1583670248?from=filter&spread=commsearch_p&position=231&kwtype=filter&now_time=1550802677,173m²
3231,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,14891元/m²,2015年建造,142,3室2厅,诚售！绿地国博城一期 读育新 （产证在手 随时过户）,低层(共32层),https://nc.anjuke.com/prop/view/A1581335533?from=filter&spread=commsearch_p&position=232&kwtype=filter&now_time=1550802677,95m²
3232,绿地国际博览城博隆  红谷滩-九龙湖新区-九龙大道1177号,14301元/m²,2016年建造,133,3室1厅,国博方正三房 南北通透 双阳台 地铁口 读南昌二中 配套全,低层(共32层),https://nc.anjuke.com/prop/view/A1570772119?from=filter&spread=commsearch_p&position=233&kwtype=filter&now_time=1550802677,93m²
3233,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",20751元/m²,2017年建造,387,5室3厅,新力铂园别墅  新房 抵工程款 全城看房，专车 接送 特价房,共3层,https://nc.anjuke.com/prop/view/A1584948324?from=filter&spread=commsearch_p&position=234&kwtype=filter&now_time=1550802677,186m²
3234,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,14954元/m²,2015年建造,300,5室2厅,九龙湖一期政府集资房房东资金紧张 便宜出售 只卖半个月。,中层(共17层),https://nc.anjuke.com/prop/view/A1520544088?from=filter&spread=commsearch_p&position=235&kwtype=filter&now_time=1550802677,200m²
3235,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,16779元/m²,2015年建造,160,3室2厅,九龙湖地铁二号线绿地国博城育新小学旁 朝南舒适三房 带车位,高层(共32层),https://nc.anjuke.com/prop/view/A1587129875?from=filter&spread=commsearch_p&position=236&kwtype=filter&now_time=1550802677,95m²
3236,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,16000元/m²,2016年建造,176,3室2厅,绿地国博自住30万豪华装修三房，毛胚价出售，东西都送拎包入住,高层(共32层),https://nc.anjuke.com/prop/view/A1588871989?from=filter&spread=commsearch_p&position=237&kwtype=filter&now_time=1550802677,110m²
3237,绿地悦城B区  红谷滩-九龙湖新区-西站大街,20909元/m²,2015年建造,299,3室2厅,绿地悦城B区，毛坯价买装修房，诚信时代，拒绝虚假，假一罚百,高层(共18层),https://nc.anjuke.com/prop/view/A1562419551?from=filter&spread=commsearch_p&position=238&kwtype=filter&now_time=1550802677,143m²
3238,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,14994元/m²,2016年建造,180,3室2厅,九龙湖花园省委省政府对面地铁旁九龙湖二手房价洼地诚意出售！,低层(共32层),https://nc.anjuke.com/prop/view/A1575897232?from=filter&spread=commsearch_p&position=239&kwtype=filter&now_time=1550802677,120m²
3239,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",11053元/m²,2018年建造,42,1室1厅,众 邦moho，精装loft带阳台，民用水电，西客站一路之隔,中层(共23层),https://nc.anjuke.com/prop/view/A1579493701?from=filter&spread=commsearch_p&position=240&kwtype=filter&now_time=1550802677,38m²
3240,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,15672元/m²,2015年建造,181,3室2厅,绿地国际博览城全新精装三房 毛胚价出售 视线无挡 大型歌剧院,低层(共32层),https://nc.anjuke.com/prop/view/A1547843194?from=filter&spread=commsearch_p&position=241&kwtype=filter&now_time=1550802678,115m²
3241,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,15410元/m²,2016年建造,185,3室2厅,九龙湖花园一区 省政府配套 读名校 西客站旁 享都市繁华,高层(共32层),https://nc.anjuke.com/prop/view/A1582547091?from=filter&spread=commsearch_p&position=242&kwtype=filter&now_time=1550802678,120m²
3242,绿地国际博览城博浩  红谷滩-九龙湖新区-九龙大道1177号,15385元/m²,2016年建造,180,3室2厅,九龙湖西客站 绿地国际博览城 房东精心装修 诚心出售随时看房,低层(共18层),https://nc.anjuke.com/prop/view/A1545057324?from=filter&spread=commsearch_p&position=243&kwtype=filter&now_time=1550802678,117m²
3243,绿地国际博览城博浩  红谷滩-九龙湖新区-九龙大道1177号,13871元/m²,2016年建造,129,3室2厅,九龙湖绿地国博城二期博浩 大气三房 采光无遮挡 房东诚心急售,低层(共32层),https://nc.anjuke.com/prop/view/A1587519482?from=filter&spread=commsearch_p&position=244&kwtype=filter&now_time=1550802678,93m²
3244,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,13684元/m²,2015年建造,130,3室2厅,绿地国博一期 中低层 3室2厅1卫 楼下育新 （看房随时）,低层(共32层),https://nc.anjuke.com/prop/view/A1586451146?from=filter&spread=commsearch_p&position=245&kwtype=filter&now_time=1550802678,95m²
3245,新宇盛世广场  红谷滩-九龙湖新区-西站大街1888号,10426元/m²,2018年建造,49,1室1厅,新宇盛世广场 首付20万 年年0月供西客站精装SOHO九龙湖,中层(共24层),https://nc.anjuke.com/prop/view/A1584949250?from=filter&spread=commsearch_p&position=246&kwtype=filter&now_time=1550802678,47m²
3246,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,14211元/m²,2015年建造,135,3室2厅,城售！绿地国际博览城 江景房  离地铁近   房东诚心卖,高层(共32层),https://nc.anjuke.com/prop/view/A1586451341?from=filter&spread=commsearch_p&position=247&kwtype=filter&now_time=1550802678,95m²
3247,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,17228元/m²,2016年建造,300,4室2厅,九龙湖花园安静三房房东诚意出售。随时可以看房。大四房平层！,低层(共32层),https://nc.anjuke.com/prop/view/A1561702664?from=filter&spread=commsearch_p&position=248&kwtype=filter&now_time=1550802678,174m²
3248,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,13830元/m²,2015年建造,130,3室2厅,国博2期，精致小3房，降价10万出售，房东因工作调动底价诚售,中层(共32层),https://nc.anjuke.com/prop/view/A1568066724?from=filter&spread=commsearch_p&position=249&kwtype=filter&now_time=1550802678,94m²
3249,绿地悦城E区  红谷滩-九龙湖新区-江西省南昌市红角洲学府大道西站大街,17075元/m²,2015年建造,362,5室2厅,绿地悦城毛坯五房得房率高 产证在手可过户 南昌西站国体地铁口,低层(共25层),https://nc.anjuke.com/prop/view/A1582824871?from=filter&spread=commsearch_p&position=250&kwtype=filter&now_time=1550802678,212m²
3250,绿地国际博览城博睿  红谷滩-九龙湖新区-九龙大道1177号,15413元/m²,2015年建造,178,3室2厅,九龙湖  西客站  绿地国际博览城 精装 二中  育新学校,低层(共32层),https://nc.anjuke.com/prop/view/A1558901209?from=filter&spread=commsearch_p&position=251&kwtype=filter&now_time=1550802678,115m²
3251,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,12821元/m²,2014年建造,150,3室2厅,九龙湖高品质小区，绿地国愽三房，给辛苦的自己一个温暖的家,低层(共32层),https://nc.anjuke.com/prop/view/A1578448642?from=filter&spread=commsearch_p&position=252&kwtype=filter&now_time=1550802678,117m²
3252,华润凯旋门  红谷滩-九龙湖新区-西站东街,15000元/m²,2016年建造,168,4室2厅,离尘不离城，繁华中看繁花，在这样的一方土地上生活就是诗和远方,低层(共11层),https://nc.anjuke.com/prop/view/A1572649587?from=filter&spread=commsearch_p&position=253&kwtype=filter&now_time=1550802678,112m²
3253,绿地国际博览城卧珑  红谷滩-九龙湖新区-九龙大道1177号,14792元/m²,2014年建造,142,3室2厅,九龙湖 小三房 视野采光多无挡 前排房子 房东诚售 价格优美,高层(共32层),https://nc.anjuke.com/prop/view/A1571504519?from=filter&spread=commsearch_p&position=254&kwtype=filter&now_time=1550802678,96m²
3254,九龙湖花园一区  红谷滩-九龙湖新区-祥云大道,14954元/m²,2015年建造,300,5室2厅,九龙湖一期政府集资房房东资金紧张 便宜出售 只卖半个月。,中层(共17层),https://nc.anjuke.com/prop/view/A1520544088?from=filter&spread=commsearch_p&position=255&kwtype=filter&now_time=1550802678,200m²
3255,恒天时尚中心  红谷滩-九龙湖新区-赣江南大道1566号,10476元/m²,2018年建造,44,1室1厅,恒天时尚中心 一线江景 自带大型商业街 国体中心 免拥金,中层(共27层),https://nc.anjuke.com/prop/view/A1579294442?from=filter&spread=commsearch_p&position=256&kwtype=filter&now_time=1550802678,42m²
3256,九龙馨苑  红谷滩-九龙湖新区-祥云大道,17431元/m²,2015年建造,285,3室2厅,急售！绿地悦城 明园九龙湾旁九龙馨苑 南北通透  看房随时,高层(共32层),https://nc.anjuke.com/prop/view/A1586451240?from=filter&spread=commsearch_p&position=257&kwtype=filter&now_time=1550802678,163m²
3257,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,14624元/m²,2014年建造,136,3室2厅,绿地国愽三房，一线看江看湖全景房，楼下就是学校，地铁5min,高层(共32层),https://nc.anjuke.com/prop/view/A1578848732?from=filter&spread=commsearch_p&position=258&kwtype=filter&now_time=1550802678,93m²
3258,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,14000元/m²,2015年建造,112,2室2厅,新！城售 绿地国际博览城二期 两房 钥匙在手 看房随时,中层(共32层),https://nc.anjuke.com/prop/view/A1586451403?from=filter&spread=commsearch_p&position=259&kwtype=filter&now_time=1550802678,80m²
3259,绿地国际博览城博隆  红谷滩-九龙湖新区-九龙大道1177号,14184元/m²,2015年建造,200,4室2厅,绿地国际博览城，一线江景，毗邻万达茂，大4房，视野无档，诚售,高层(共32层),https://nc.anjuke.com/prop/view/A1569567849?from=filter&spread=commsearch_p&position=260&kwtype=filter&now_time=1550802678,141m²
3260,"九龙郡  红谷滩-九龙湖新区-圭峰大道,近西站大街",12308元/m²,2017年建造,48,2室2厅,九龙湖省政府双地铁西客站之上 全优LOFT公寓毛胚精装返租,高层(共23层),https://nc.anjuke.com/prop/view/A1586164972?from=filter&spread=commsearch_p&position=261&kwtype=filter&now_time=1550802678,39m²
3261,华润凯旋门  红谷滩-九龙湖新区-西站东街,15341元/m²,2014年建造,135,3室2厅,九龙湖不限购 通透三房 采光无档 全天太阳 地铁站近,低层(共11层),https://nc.anjuke.com/prop/view/A1569393030?from=filter&spread=commsearch_p&position=262&kwtype=filter&now_time=1550802678,88m²
3262,绿地国际博览城博隆  红谷滩-九龙湖新区-九龙大道1177号,14476元/m²,2015年建造,136.8,3室2厅,九龙湖西站地铁2号线旁绿地国博城朝南舒适三房中间楼层视线好,高层(共32层),https://nc.anjuke.com/prop/view/A1581499277?from=filter&spread=commsearch_p&position=263&kwtype=filter&now_time=1550802678,94m²
3263,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,16000元/m²,2015年建造,200,3室2厅,直降20万！中层东端南面无挡出门地铁口 育新学校房,中层(共32层),https://nc.anjuke.com/prop/view/A1581431744?from=filter&spread=commsearch_p&position=264&kwtype=filter&now_time=1550802678,125m²
3264,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,16779元/m²,2015年建造,160,3室2厅,九龙湖地铁二号线绿地国博城育新小学旁 朝南舒适三房 带车位,高层(共32层),https://nc.anjuke.com/prop/view/A1587129875?from=filter&spread=commsearch_p&position=265&kwtype=filter&now_time=1550802678,95m²
3265,绿地国际博览城  红谷滩-九龙湖新区-九龙大道1177号,14280元/m²,2015年建造,155,3室2厅,绿地国际博览城 通透三房 中间楼层 房东资金链断裂 诚心急售,中层(共30层),https://nc.anjuke.com/prop/view/A1587519760?from=filter&spread=commsearch_p&position=266&kwtype=filter&now_time=1550802678,108m²
3266,绿地悦城D区  红谷滩-九龙湖新区-西站大街,17770元/m²,2015年建造,255,3室2厅,绿地悦城房东急需帮儿子置换，便宜出售，寻找慧眼客户！！,低层(共18层),https://nc.anjuke.com/prop/view/A1524794471?from=filter&spread=commsearch_p&position=267&kwtype=filter&now_time=1550802678,143m²
3267,绿地国际博览城博君  红谷滩-九龙湖新区-九龙大道1177号,15043元/m²,2015年建造,173,3室2厅,绿地国博经典南北通透三房，清新艺术装修，买到就是赚到,中层(共32层),https://nc.anjuke.com/prop/view/A1586594651?from=filter&spread=commsearch_p&position=268&kwtype=filter&now_time=1550802678,115m²
3268,绿地国际博览城藏珑  红谷滩-九龙湖新区-九龙大道1177号,17341元/m²,2014年建造,300,5室2厅,绿地国际博览城一楼花园洋房，送前后院子还送6米高地下室 急售,低层(共6层),https://nc.anjuke.com/prop/view/A1587519544?from=filter&spread=commsearch_p&position=269&kwtype=filter&now_time=1550802678,173m²
3269,"新力铂园  红谷滩-九龙湖新区-龙虎山大道,近茶园街",18812元/m²,2017年建造,380,5室2厅,新力铂园别墅  新房 抵工程款 全城看房，专车 接送 特价房,共5层,https://nc.anjuke.com/prop/view/A1584944894?from=filter&spread=commsearch_p&position=270&kwtype=filter&now_time=1550802678,202m²
3270,绿地悦城D区  红谷滩-九龙湖新区-西站大街,19546元/m²,2014年建造,280,3室2厅,绿地悦城 政府集资房 带车位 读南师附小外国语中学,中层(共18层),https://nc.anjuke.com/prop/view/A1578103411?from=filter&spread=commsearch_p&position=271&kwtype=filter&now_time=1550802678,143m²
